companyid,text,category,year
C903862331,"Wing Nutz Development LLC is a United States-based company, which offers a range of baked chicken wings, tenders, boneless wings, hog wings, wraps, salads, sandwiches, sides and quesadillas; with sauces and its own line of beers and other beverages. The Company's menu includes DIP & GO NAKED, OINK & CLUCK COMBO, HOG WING FEAST, BUFFALO CHIPS, WILD WRAPS, BUFFALO CHICKEN WRAP, CHICKEN TENDER WRAP, SOUTHWESTERN WRAP, SMOKED SALMON WRAP, SENSATIONAL SALADS, WING NUTZ SALAD, CHICKEN TENDER SALAD, SMOKED SALMON SALAD, WING NUTZ TORTILLA SALAD, CHICKEN TORTILLA SALAD, PORK TORTILLA SALAD and VEGGIE TRAY. Its Wing Nutz Nut Job beers include Brown Beard's Delight Stout, Jack Mormon Lager, Over The Moon Belgian White, Tree Hugger Organic Amber Ale, White Knuckle Wheat and WingMan Pale Ale.",retail,2008
C903862978,"Eminent, Inc., doing business as Revolve Clothing, is a United States-based apparel company. The Company offers designer apparel, shoes, and beauty accessories for men and women. It offers clothing materials for both men and women in various categories, including denim wears, intimates, jackets and coats, jumpsuits, leather, loungewear, pants, rompers, shorts, skirts, sweaters and knits, swimwear and tops. It offers varieties of statement shoes boots, booties, flats, heels, sandals, sneakers and wedges. Its beauty products and other apparel accessories include shampoos, conditioners, dry shampoos, hair styling products, sun care products, masks, lipsticks, nail polishes, hats, sunglasses, eyewears, backpacks, clutches, travel bags, necklaces, chokers, rings and bracelets.",retail,
C903863105,"Woodman Labs, Inc., doing business as GoPro, is a United States-based company, which produces wearable high definition (HD) cameras and accessories. The Company offers standard definition cameras, as well as mounts, such as handlebar seatpost mounts, roll bar mounts, suction cup mounts, chest mount harness, helmet front mounts, head strap mounts, tripod mounts, vented helmet strap mounts, flat adhesive mounts, curved adhesive mounts, HD wrist housings, wide wrist housings, and wrist housings. The Company also provides accessories, including rechargeable batteries, memory cards, HD skeleton housings, replacement HD housings, replacement wide housings, replacement standard housings, lens replacement kits, lithium batteries and more. ",retail,2002
C903869255,"Smart & Final Stores, Inc. food retailer serving a diverse demographic of household and business customers through two store banners: Smart & Final and Cash & Carry. The Company operates 250 non-memberships, warehouse-style stores throughout the Western United States, with an additional 13 stores in Northwestern Mexico in a joint venture. The Company's Smart & Final segment is based in Commerce, California and includes 111 legacy Smart & Final stores and 87 Extra! format stores, which focus on household and business customers and are located in California, Arizona and Nevada. Its Cash & Carry segment is based in Portland, Oregon and includes 52 Cash & Carry stores, which focus primarily on business customers and are located in Washington, Oregon, Northern California, Idaho and Nevada.",retail,1871
C903876309,"Neiman Marcus Group LLC is a United States-based company, which offers assortments of apparel, accessories, jewelry, beauty and decorative home products to the consumer. The Company operates in two segments: Specialty Retail Stores and online segment. The Specialty Retail Stores segment includes Neiman Marcus Stores, Bergdorf Goodman and Last Call Stores. The Online segment conducts direct to consumer operations under the Neiman Marcus, Horchow, Bergdorf Goodman and Last Call brand names. The Company operates approximately 41 Neiman Marcus Stores across the United States and two Bergdorf Goodman stores in Manhattan. The Company also operates approximately 36 last Call clearance centers.",retail,2005
C903876976,"Surfside Coffee Co LLC is a United States-based company, which owns the Dunkin' Donuts franchise network. The Company operates 38 units in and around Fort Myers, Miami and the Florida Keys.",retail,
C903880051,"Greats Brand Inc (GREATS) is a United States-based footwear brand offering men's sneakers. The Company also offers products online. It operates the Website located at www.greats.com. Its shoe categories include The Bob delta black, , ghost, warning red, chocolate and white, red and white, grey and white, white, nero and white, and navy and white.",retail,2013
C903881003,"Pley Incorporated LLC is a United States-based LEGO subscription service providing company. The Company has shipped more than 75,000 packages from its San Jose warehouse. It helps kids of all ages to rent LEGO set. It creates a new paradigm for play as it expands to multiple toy lines for different ages.",retail,2012
C903882273,"Red Lobster Seafood Co is a United States-based casual dining seafood restaurant company with nearly 700 restaurants in the United States and Canada. The Company is the overnight shipper of fish in the restaurant industry. The Company offers a range of seafood, including fresh fish, live Maine lobster, jumbo shrimp and steamed crab legs. Each day, every Red Lobster features up to eight species of fresh fish flown in from globally. The fish selection changes daily based on availability and local customer preferences. In addition salmon, trout and tilapia, the menu may offer species, such as grouper, snapper, arctic char and mahi mahi and may include regional species, such as wall-eyed pike in the Midwest and Pacific red rockfish on the West Coast. The Company is a subsidiary of Darden Restaurants, Inc., which, through its subsidiaries, also operates Olive Garden, Bahama Breeze and Seasons 52 restaurants.",retail,
C903882644,"Capital Teas, Inc. is a United States-based tea retailer, which provides specialty teas and other products throughout the United States and in select international locations. The Company offers a range of specialty tea collections with over 200 premium, organic, and natural teas and infusions, including some of its own blends. Additionally, the Company serves select offerings at some of the restaurants across the United States' mid-Atlantic region. Its product categories include black teas, pu-erh teas, oolong teas, green teas, white teas, mate, herbal infusions, fruit tisanes, rooibos and Tea++. Its Tea++ product category includes Capital Teas Gift Guide, Sugar Daddy Spicy Mama, Holiday Collection, Beer Enhancers, Featured Iced Teas, Honey and Gourmet, Organic Coffee, Single Serve Cups, Sampler Sets, Teapots and Tea Sets, Teaware and Accessories, Tea Cocktails, Tea Collections, and Tea Makers and Infusers. The Company's infusions are also used for cooking and cocktail recipes.",retail,2007
